ID,Event_Type,System,Severity,Reasoning
467655a1ff5942a095345ceea5918b38,保养,常规耗材,L0,依据GB/T 18344-2016，记录中的'二级维护'、'全车润滑'、'检查油水'等项目属于标准二级维护范畴，未涉及故障维修。
5cc46af2889b49e68ee6d72dc7eb54d2,保养,发动机,L0,依据GB/T 18344-2016，清洗积碳属于一级/二级维护范畴的保养项目。
721e0c046b21474a9586b62b72ce8c1a,保养,常规耗材,L0,依据GB/T 18344-2016，更换机油机滤属于一级/二级维护范畴的常规保养项目。
931024824d9e49c995757bd0a1c42541,维修,发动机,L3,依据GB/T 30323-2013和GB/T 5624-2005，发动机总成更换属于总成大修，为重大维修。
fe2e41e1e483427c8e7e23862ead5073,维修,车身,L3,依据GB/T 30323-2013关于事故车的判定标准，维修记录明确包含'事故拆装及钣金喷漆'，并涉及前挡玻璃、前大灯、前保格栅等事故相关部件更换，符合重大事故维修特征。
f0c9e5fa09824502bb2a3530000c5d57,保养,常规耗材,L0,依据GB/T 18344-2016，'二级维护'属于标准保养范畴，不涉及故障维修。
f5f6e79cbaaf42b19c45c4b18933527c,维修,车身,L1,依据GB/T 5624，对后门进行电焊属于外观覆盖件的钣金修复，不涉及结构件，属于汽车小修范畴。
4d3d208e73794d2180e21ed21fa6bd74,保养,常规耗材,L0,依据GB/T 18344-2016，更换机油机滤属于一级/二级维护范畴的常规保养。
90516a7b92e5439fa52dd51787b63426,保养,常规耗材,L0,依据GB/T 18344-2016，'二级维护'属于标准保养范畴，更换后轮螺丝和轴承油为常规维护项目。
c3abca8f67e54443a1846a994901f596,保养,常规耗材,L0,依据GB/T 18344-2016，更换机油、三滤、油液及四轮保养属于一级/二级维护范畴。
44ec2c36ff7343fd83822e30e8dcb838,保养,常规耗材,L0,依据GB/T 18344-2016，二级维护及更换机油、三滤等属于常规保养范畴。
b7dc568439e44a59bd3d823421dc6530,保养,常规耗材,L0,依据GB/T 18344-2016，'二级维护'属于定期保养范畴，不涉及故障维修。
02e3551dbcd2460ba427d604db6305a9,保养,常规耗材,L0,依据GB/T 18344-2016，季审及技评属于例行检查与维护范畴，不涉及故障维修。
d454da28c4754ce98779e99e85562aa9,保养,常规耗材,L0,依据GB/T 18344-2016，季审及技评属于车辆二级维护（定期检查）范畴，不涉及故障维修。
9f56c57b64c847e2bf83d03c556dd0c1,保养,常规耗材,L0,依据GB/T 18344-2016，更换机油、机油滤芯、空滤属于二级维护范畴。
5c41d7cadb02434f982cdd9739ec87eb,保养,常规耗材,L0,依据GB/T 18344-2016，更换机油、三滤属于二级维护范畴。
e3477d6a4fb24f31baa0235b4c21811b,保养,常规耗材,L0,依据GB/T 18344-2016，更换机油、三滤及气门室盖垫属于一级/二级维护范畴的常规保养项目。
693e84e7998942fa94d84ded08e3c00f,保养,常规耗材,L0,依据GB/T 18344-2016，'二级维护'属于标准保养范畴，更换轴承油属于油液维护。
2e8d626948fe462c84a30d214b8a7e24,保养,常规耗材,L0,依据GB/T 18344-2016，更换机油和机滤属于一级维护的常规保养范畴。
7b5f39e8b4c44ca1be1bdbf2b03b4efe,保养,常规耗材,L0,依据GB/T 18344-2016，'二级维护'属于标准保养范畴，不涉及故障维修。
0032b6306a6d414d98d031901efffcd8,保养,常规耗材,L0,依据GB/T 18344-2016，更换柴油滤芯属于常规维护项目，电脑检测再生为排放系统例行检查。
3bf1ea123c2843d89841c98aa5b5d1c3,维修,底盘,L2,依据GB/T 5624-2005，更换传动轴十字轴属于底盘总成的小修或部件更换，未涉及核心结构或总成大修。
52b29362edb843aea5970cf2ae6397bd,保养,底盘,L0,依据GB/T 18344-2016，四轮保养属于一级/二级维护范畴的例行检查与调整。
